publish_date,Link,news_language
2023-12-04 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-miscaptioned-video-used-to-falsely-claim-putin-announced-russian-support-for-palestine,en
2023-12-05 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-visuals-of-baby-killed-in-gaza-falsely-shared-as-palestinians-faking-infant-s-death-with-a-doll,en
2023-11-08 00:00:00+00:00,https://tafnied.com/%d9%85%d8%b5%d8%b1-%d8%aa%d8%b5%d8%b1%d9%8a%d8%ad%d8%a7%d8%aa-%d8%ba%d9%8a%d8%b1-%d8%af%d9%82%d9%8a%d9%82%d8%a9-%d8%b9%d9%86-%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d8%a7%d9%84%d8%a8%d8%aa%d9%84%d9%88/,ar
2023-11-07 00:00:00+00:00,https://tafnied.com/%d8%b5%d8%a7%d8%af%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%b5%d9%86%d8%a7%d8%b9%d8%a7%d8%aa-%d8%a7%d9%84%d8%ba%d8%b0%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d8%a8%d9%84%d8%ba/,ar
2023-11-07 00:00:00+00:00,https://tafnied.com/%d8%a3%d9%87%d8%a7%d9%84%d9%8a-%d8%ba%d8%b2%d8%a9-%d9%84%d9%85-%d9%8a%d8%aa%d9%84%d9%81%d9%88%d8%a7-%d8%a8%d8%b6%d8%a7%d8%a6%d8%b9-%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%b3%d8%a7%d8%b9%d8%af%d8%a7%d8%aa/,ar
2023-11-07 00:00:00+00:00,https://tafnied.com/%d8%a7%d9%84%d8%a7%d8%af%d8%b9%d8%a7%d8%a1-%d8%a8%d8%a7%d8%aa%d9%87%d8%a7%d9%85-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7%d9%84%d9%81%d9%84%d8%b3%d8%b7%d9%8a%d9%86%d9%8a-%d9%82%d9%8a%d8%a7%d8%af/,ar
2023-11-07 00:00:00+00:00,https://tafnied.com/%d8%aa%d8%b5%d8%b1%d9%8a%d8%ad%d8%a7%d8%aa-%d8%ba%d9%8a%d8%b1-%d8%af%d9%82%d9%8a%d9%82%d8%a9-%d8%b9%d9%86-%d8%b5%d8%a7%d8%af%d8%b1%d8%a7%d8%aa-%d9%85%d8%b5%d8%b1-%d9%88%d8%a7%d9%84%d8%b5%d9%8a/,ar
2023-12-06 00:00:00+00:00,https://verafiles.org/articles/vera-files-fact-check-israel-palestine-video-old-does-not-show-ongoing-israel-hamas-war,en
2023-12-05 00:00:00+00:00,https://www.boatos.org/mundo/miss-colombia-armou-escandalo-causa-de-mulher-trans-miss-universo.html,pt
2023-12-05 00:00:00+00:00,https://tahaqaq.ps/10459/,ar
2023-12-05 20:58:06.421000+00:00,https://factcheck.vlaanderen/factcheck/nee-deze-foto-bewijst-niet-dat-hamas-veertig-babys-onthoofd-heeft,nl
2023-12-05 20:57:17.342000+00:00,https://factcheck.vlaanderen/factcheck/foto-israelische-soldaat-aan-salontafel-hoogstwaarschijnlijk-bewerkt,nl
2023-12-05 20:44:57.379000+00:00,https://factcheck.vlaanderen/factcheck/foto-van-vrouw-met-speelgoedauto-in-ingestort-huis-werd-in-2016-genomen-in-syrie-niet-in-palestina,nl
2023-12-04 00:00:00+00:00,https://www1.folha.uol.com.br/poder/2023/12/video-de-mulher-com-rosto-de-lula-e-delegado-parecido-com-bolsonaro-e-uma-satira.shtml,pt
2023-12-30 00:00:00+00:00,https://www1.folha.uol.com.br/equilibrioesaude/2023/11/medica-engana-ao-dizer-que-vacinas-contra-a-covid-causam-infarto-e-morte-subita-em-criancas.shtml,pt
2023-12-05 00:00:00+00:00,https://www.boatos.org/religiao/foto-papa-francisco-beijando-dalai-lama.html,lt
2023-12-05 00:00:00+00:00,https://www.boatos.org/entretenimento/ana-castela-descobriu-novo-investimento-contou-em-entrevista-para-danilo-gentili-e-foi-processada-pelo-banco-do-brasil.html,pt
2023-12-05 00:00:00+00:00,https://pa.media/blogs/fact-check/the-autumn-statement-provided-the-biggest-cut-on-record-to-the-amount-of-national-insurance-employees-pay/,en
2023-12-05 14:45:40+00:00,https://www.factcheck.org/2023/12/biden-spins-the-facts-in-campaign-speech/,en
2023-12-05 00:00:00+00:00,https://dpa-factchecking.com/germany/231204-99-175818,de
2023-12-05 00:00:00+00:00,https://dpa-factchecking.com/germany/231204-99-175812,de
2023-12-05 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/misleading-old-video-of-palestinian-child-being-detained-shared-as-recent,en
2023-12-05 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-video-of-sri-lankan-ship-shared-with-claims-yemen-bombed-israeli-ship,en
2023-12-05 00:00:00+00:00,https://dpa-factchecking.com/netherlands/231204-99-174610/,nl
2023-12-05 00:00:00+00:00,https://dpa-factchecking.com/belgium/231204-99-173977/,fr
2023-12-05 00:00:00+00:00,https://www.logicallyfacts.com/en/fact-check/false-old-footage-of-isis-execution-shared-as-hamas-pushing-hostages-off-a-building,en
2023-12-04 00:00:00+00:00,https://factly.in/qatar-did-not-revoke-the-death-penalty-awarded-to-eight-former-indian-navy-personnel/,en
2023-12-04 00:00:00+00:00,https://factly.in/telugu-no-brs-party-leaders-padi-kaushik-reddy-and-tellam-venkatrao-did-not-join-the-congress-party-these-photos-are-old/,te
2023-12-04 00:00:00+00:00,https://factly.in/telugu-this-way2news-article-reporting-kishan-reddys-alleged-statement-on-making-lord-ram-the-national-god-of-india-is-fake/,te
2023-12-04 00:00:00+00:00,https://factly.in/this-purported-tweet-of-the-israel-defence-force-questioning-indias-support-is-fake/,en
2023-12-04 00:00:00+00:00,https://www.boatos.org/mundo/javier-milei-disse-que-nao-vai-pagar-divida-argentina-brasil.html,pt
2023-12-04 00:00:00+00:00,https://www.boatos.org/entretenimento/paul-mccartney-cantou-musica-homenagem-michelle-bolsonaro.html,pt
2023-12-04 00:00:00+00:00,https://martiverifica.info/es-falso-que-nadie-salio-con-armas-a-reprimir-protestas-del-11j-como-afirmo-diaz-canel,es
2023-11-30 00:00:00+00:00,https://martiverifica.info/viceministro-del-minrex-mintio-al-afirmar-que-manifestantes-procesados-por-11J-fueron-violentos,es
2023-11-28 00:00:00+00:00,https://martiverifica.info/cuba-tiene-un-sistema-sanitario-muy-desarrollado-como-afirmo-alena-douhan-relatora-de-la-onu,es
